DefectID,ProductionID,DateKey,LineID,DefectTypeID,DefectCount
60,30.0,20240104.0,3.0,3,5
61,31.0,20240104.0,2.0,6,32
62,31.0,20240104.0,2.0,2,83
63,31.0,20240104.0,2.0,4,28
64,32.0,20240104.0,3.0,6,18
65,32.0,20240104.0,3.0,4,80
66,33.0,20240104.0,2.0,6,138
67,34.0,20240104.0,3.0,4,25
68,34.0,20240104.0,3.0,6,22
69,34.0,20240104.0,3.0,3,40
70,35.0,20240104.0,2.0,4,133
71,36.0,20240104.0,1.0,2,47
72,36.0,20240104.0,1.0,1,113
73,37.0,20240104.0,4.0,4,66
74,37.0,20240104.0,4.0,5,78
75,38.0,20240105.0,2.0,2,37
76,38.0,20240105.0,2.0,6,151
77,39.0,20240105.0,1.0,1,93
78,39.0,20240105.0,1.0,6,4
79,40.0,20240105.0,3.0,1,20
80,40.0,20240105.0,3.0,2,1
81,40.0,20240105.0,3.0,4,61
82,41.0,20240105.0,3.0,5,9
83,41.0,20240105.0,3.0,1,14
84,41.0,20240105.0,3.0,6,22
85,42.0,20240105.0,3.0,6,64
86,42.0,20240105.0,3.0,5,31
87,43.0,20240105.0,3.0,3,18
88,43.0,20240105.0,3.0,5,63
89,44.0,20240105.0,3.0,6,24
90,44.0,20240105.0,3.0,4,55
91,45.0,20240106.0,1.0,5,31
92,45.0,20240106.0,1.0,4,10
93,46.0,20240106.0,4.0,2,183
94,46.0,20240106.0,4.0,4,8
95,47.0,20240106.0,4.0,5,107
96,48.0,20240106.0,2.0,2,329
97,49.0,20240106.0,2.0,3,15
98,49.0,20240106.0,2.0,5,98
99,50.0,20240106.0,3.0,5,88
100,50.0,20240106.0,3.0,3,50
101,51.0,20240107.0,3.0,2,71
102,51.0,20240107.0,3.0,1,1
103,52.0,20240107.0,1.0,4,125
104,53.0,20240107.0,4.0,6,98
105,53.0,20240107.0,4.0,5,34
106,53.0,20240107.0,4.0,4,26
107,54.0,20240107.0,2.0,2,257
108,55.0,20240107.0,3.0,5,136
109,55.0,20240107.0,3.0,3,59
110,56.0,20240107.0,3.0,1,139
111,56.0,20240107.0,3.0,4,13
112,57.0,20240107.0,2.0,6,12
113,58.0,20240107.0,1.0,3,101
114,58.0,20240107.0,1.0,1,55
115,59.0,20240107.0,1.0,2,55
116,59.0,20240107.0,1.0,4,48
117,60.0,20240107.0,3.0,2,63
118,61.0,20240107.0,3.0,3,64
119,62.0,20240108.0,1.0,3,84
120,62.0,20240108.0,1.0,5,52
121,63.0,20240108.0,3.0,4,54
122,63.0,20240108.0,3.0,2,43
123,64.0,20240108.0,1.0,2,129
124,65.0,20240108.0,4.0,2,37
125,65.0,20240108.0,4.0,5,120
126,66.0,20240108.0,2.0,4,189
127,67.0,20240108.0,4.0,1,78
128,67.0,20240108.0,4.0,3,8
129,67.0,20240108.0,4.0,5,21
130,68.0,20240108.0,1.0,1,10
131,68.0,20240108.0,1.0,6,6
132,69.0,20240108.0,2.0,1,214
133,70.0,20240109.0,3.0,1,118
134,71.0,20240109.0,4.0,4,71
135,71.0,20240109.0,4.0,5,27
136,71.0,20240109.0,4.0,2,155
137,72.0,20240109.0,3.0,6,56
138,73.0,20240109.0,3.0,3,128
139,74.0,20240109.0,1.0,5,44
140,74.0,20240109.0,1.0,3,14
141,74.0,20240109.0,1.0,2,35
142,75.0,20240109.0,3.0,4,78
143,76.0,20240109.0,2.0,1,127
144,76.0,20240109.0,2.0,5,4
145,77.0,20240109.0,1.0,1,42
146,77.0,20240109.0,1.0,5,34
147,78.0,20240109.0,2.0,2,237
148,78.0,20240109.0,2.0,3,2
149,79.0,20240109.0,2.0,6,22
150,79.0,20240109.0,2.0,4,250
151,80.0,20240110.0,1.0,6,38
152,80.0,20240110.0,1.0,1,6
153,80.0,20240110.0,1.0,4,25
154,81.0,20240110.0,2.0,2,51
155,81.0,20240110.0,2.0,6,54
156,82.0,20240110.0,4.0,1,75
157,82.0,20240110.0,4.0,2,71
158,83.0,20240110.0,3.0,5,137
159,84.0,20240110.0,4.0,2,181
160,85.0,20240110.0,1.0,5,43
161,86.0,20240110.0,4.0,5,19
162,86.0,20240110.0,4.0,2,108
163,87.0,20240110.0,4.0,2,155
164,88.0,20240111.0,4.0,6,73
165,88.0,20240111.0,4.0,1,21
166,88.0,20240111.0,4.0,3,24
167,89.0,20240111.0,1.0,1,124
168,89.0,20240111.0,1.0,6,3
169,90.0,20240111.0,1.0,4,81
170,90.0,20240111.0,1.0,2,128
171,91.0,20240111.0,2.0,1,80
172,91.0,20240111.0,2.0,4,52
173,91.0,20240111.0,2.0,6,20
174,92.0,20240111.0,3.0,1,113
175,92.0,20240111.0,3.0,6,8
176,92.0,20240111.0,3.0,2,7
177,93.0,20240111.0,3.0,5,71
178,94.0,20240111.0,3.0,4,108
179,95.0,20240111.0,1.0,6,165
180,96.0,20240111.0,2.0,5,56
181,96.0,20240111.0,2.0,4,128
182,97.0,20240111.0,1.0,1,25
183,97.0,20240111.0,1.0,2,145
184,98.0,20240112.0,2.0,6,16
185,98.0,20240112.0,2.0,3,84
186,98.0,20240112.0,2.0,4,16
187,99.0,20240112.0,1.0,5,130
188,100.0,20240112.0,2.0,1,152
189,100.0,20240112.0,2.0,4,159
190,100.0,20240112.0,2.0,2,25
191,101.0,20240112.0,1.0,6,49
192,101.0,20240112.0,1.0,5,53
193,101.0,20240112.0,1.0,3,6
194,102.0,20240112.0,1.0,3,93
195,103.0,20240112.0,4.0,5,77
196,103.0,20240112.0,4.0,3,53
197,104.0,20240113.0,3.0,2,60
198,105.0,20240113.0,3.0,5,19
199,105.0,20240113.0,3.0,2,102
200,106.0,20240113.0,1.0,6,114
201,107.0,20240113.0,3.0,4,25
202,107.0,20240113.0,3.0,5,23
203,107.0,20240113.0,3.0,1,9
204,108.0,20240113.0,4.0,2,91
205,109.0,20240113.0,1.0,3,5
206,109.0,20240113.0,1.0,5,31
207,109.0,20240113.0,1.0,6,154
208,110.0,20240113.0,3.0,6,59
209,111.0,20240113.0,2.0,2,309
210,112.0,20240113.0,4.0,2,76
211,113.0,20240113.0,1.0,4,1
212,113.0,20240113.0,1.0,5,52
213,113.0,20240113.0,1.0,2,71
214,114.0,20240114.0,3.0,3,23
215,114.0,20240114.0,3.0,6,72
216,114.0,20240114.0,3.0,4,17
217,115.0,20240114.0,4.0,3,116
218,116.0,20240114.0,4.0,1,193
219,117.0,20240114.0,4.0,5,6
220,117.0,20240114.0,4.0,1,95
221,118.0,20240114.0,1.0,4,83
222,119.0,20240114.0,1.0,4,163
223,120.0,20240115.0,1.0,4,183
224,121.0,20240115.0,1.0,1,69
225,121.0,20240115.0,1.0,5,13
226,122.0,20240115.0,1.0,1,28
227,122.0,20240115.0,1.0,5,62
228,122.0,20240115.0,1.0,3,34
229,123.0,20240115.0,3.0,1,88
230,123.0,20240115.0,3.0,5,16
231,123.0,20240115.0,3.0,4,21
232,124.0,20240115.0,3.0,6,44
233,124.0,20240115.0,3.0,2,2
234,124.0,20240115.0,3.0,3,67
235,125.0,20240115.0,1.0,4,170
236,126.0,20240115.0,1.0,4,88
237,126.0,20240115.0,1.0,6,30
238,126.0,20240115.0,1.0,3,45
239,127.0,20240116.0,3.0,1,84
240,128.0,20240116.0,2.0,6,259
241,129.0,20240116.0,2.0,6,160
242,129.0,20240116.0,2.0,4,37
243,130.0,20240116.0,2.0,4,94
244,130.0,20240116.0,2.0,2,104
245,131.0,20240116.0,1.0,5,141
246,132.0,20240116.0,2.0,5,167
247,132.0,20240116.0,2.0,6,29
248,133.0,20240117.0,3.0,1,110
249,134.0,20240117.0,3.0,4,120
250,135.0,20240117.0,1.0,1,117
251,135.0,20240117.0,1.0,3,5
252,136.0,20240117.0,4.0,4,4
253,136.0,20240117.0,4.0,5,113
254,137.0,20240117.0,3.0,1,12
255,137.0,20240117.0,3.0,3,9
256,138.0,20240117.0,2.0,3,47
257,138.0,20240117.0,2.0,2,125
258,138.0,20240117.0,2.0,4,1
259,139.0,20240117.0,4.0,2,90
260,139.0,20240117.0,4.0,3,79
261,139.0,20240117.0,4.0,1,3
262,140.0,20240117.0,2.0,4,213
263,141.0,20240117.0,3.0,3,124
264,142.0,20240117.0,3.0,2,59
265,143.0,20240118.0,3.0,4,89
266,144.0,20240118.0,4.0,2,4
267,144.0,20240118.0,4.0,4,3
268,144.0,20240118.0,4.0,1,100
269,145.0,20240118.0,3.0,2,28
270,145.0,20240118.0,3.0,6,69
271,145.0,20240118.0,3.0,5,23
272,146.0,20240118.0,4.0,3,15
273,146.0,20240118.0,4.0,4,17
274,146.0,20240118.0,4.0,5,16
275,147.0,20240118.0,3.0,5,84
276,148.0,20240118.0,2.0,4,263
277,149.0,20240118.0,3.0,5,26
278,149.0,20240118.0,3.0,4,5
279,149.0,20240118.0,3.0,3,6
280,150.0,20240118.0,1.0,2,38
281,150.0,20240118.0,1.0,6,17
282,151.0,20240118.0,4.0,1,138
283,151.0,20240118.0,4.0,4,17
284,152.0,20240119.0,1.0,4,82
285,152.0,20240119.0,1.0,5,14
286,153.0,20240119.0,3.0,3,74
287,154.0,20240119.0,3.0,3,60
288,154.0,20240119.0,3.0,4,2
289,154.0,20240119.0,3.0,5,51
290,155.0,20240119.0,2.0,6,214
291,155.0,20240119.0,2.0,2,19
292,156.0,20240119.0,4.0,6,97
293,157.0,20240119.0,3.0,3,6
294,157.0,20240119.0,3.0,4,57
295,158.0,20240119.0,4.0,4,52
296,158.0,20240119.0,4.0,2,34
297,158.0,20240119.0,4.0,6,28
298,159.0,20240119.0,4.0,5,104
299,160.0,20240119.0,3.0,2,3
300,160.0,20240119.0,3.0,1,84
301,160.0,20240119.0,3.0,3,33
302,161.0,20240120.0,2.0,1,100
303,162.0,20240120.0,3.0,3,88
304,163.0,20240120.0,2.0,4,150
305,164.0,20240120.0,1.0,3,34
306,164.0,20240120.0,1.0,4,99
307,165.0,20240120.0,2.0,5,4
308,165.0,20240120.0,2.0,3,16
309,166.0,20240120.0,4.0,3,79
310,166.0,20240120.0,4.0,2,22
311,166.0,20240120.0,4.0,6,6
312,167.0,20240120.0,1.0,5,21
313,167.0,20240120.0,1.0,6,11
314,167.0,20240120.0,1.0,2,92
315,168.0,20240120.0,3.0,3,12
316,168.0,20240120.0,3.0,2,126
317,169.0,20240120.0,4.0,4,159
318,170.0,20240120.0,1.0,1,28
319,170.0,20240120.0,1.0,5,44
320,170.0,20240120.0,1.0,6,7
321,171.0,20240121.0,3.0,2,62
322,171.0,20240121.0,3.0,1,43
323,172.0,20240121.0,2.0,6,188
324,173.0,20240121.0,3.0,5,78
325,173.0,20240121.0,3.0,3,23
326,174.0,20240121.0,2.0,3,85
327,174.0,20240121.0,2.0,1,145
328,174.0,20240121.0,2.0,2,23
329,175.0,20240121.0,1.0,5,161
330,176.0,20240121.0,3.0,1,78
331,176.0,20240121.0,3.0,4,19
332,177.0,20240121.0,4.0,4,73
333,177.0,20240121.0,4.0,3,77
334,177.0,20240121.0,4.0,6,35
335,178.0,20240121.0,3.0,5,7
336,178.0,20240121.0,3.0,4,40
337,179.0,20240122.0,3.0,6,75
338,179.0,20240122.0,3.0,2,15
339,179.0,20240122.0,3.0,1,29
340,180.0,20240122.0,2.0,5,152
341,181.0,20240122.0,3.0,3,50
342,181.0,20240122.0,3.0,4,36
343,181.0,20240122.0,3.0,5,42
344,182.0,20240122.0,2.0,6,173
345,183.0,20240122.0,4.0,4,125
346,184.0,20240122.0,3.0,5,74
347,185.0,20240122.0,1.0,2,71
348,186.0,20240122.0,3.0,5,4
349,186.0,20240122.0,3.0,2,19
350,187.0,20240122.0,4.0,4,131
351,188.0,20240123.0,1.0,4,67
352,189.0,20240123.0,2.0,4,274
353,190.0,20240123.0,4.0,2,108
354,190.0,20240123.0,4.0,1,103
355,191.0,20240123.0,1.0,5,110
356,191.0,20240123.0,1.0,2,8
357,191.0,20240123.0,1.0,4,48
358,192.0,20240123.0,1.0,2,112
359,193.0,20240123.0,1.0,1,140
360,193.0,20240123.0,1.0,3,8
361,194.0,20240123.0,4.0,6,12
362,195.0,20240123.0,2.0,2,46
363,195.0,20240123.0,2.0,6,40
364,196.0,20240124.0,1.0,4,39
365,196.0,20240124.0,1.0,5,15
366,196.0,20240124.0,1.0,2,6
367,197.0,20240124.0,4.0,4,55
368,197.0,20240124.0,4.0,3,1
369,197.0,20240124.0,4.0,1,114
370,198.0,20240124.0,2.0,4,90
371,198.0,20240124.0,2.0,2,93
372,199.0,20240124.0,4.0,6,63
373,199.0,20240124.0,4.0,3,86
374,200.0,20240124.0,2.0,3,235
375,201.0,20240124.0,4.0,4,87
376,201.0,20240124.0,4.0,2,64
377,201.0,20240124.0,4.0,6,63
378,202.0,20240124.0,4.0,6,3
379,202.0,20240124.0,4.0,1,20
380,202.0,20240124.0,4.0,2,65
381,203.0,20240124.0,1.0,3,77
382,204.0,20240124.0,3.0,2,84
383,205.0,20240124.0,2.0,3,175
384,206.0,20240124.0,3.0,5,1
385,206.0,20240124.0,3.0,6,64
386,206.0,20240124.0,3.0,1,58
387,207.0,20240125.0,4.0,1,97
388,208.0,20240125.0,3.0,2,68
389,209.0,20240125.0,3.0,4,125
390,210.0,20240125.0,2.0,4,89
391,210.0,20240125.0,2.0,1,58
392,211.0,20240125.0,3.0,5,7
393,211.0,20240125.0,3.0,4,58
394,211.0,20240125.0,3.0,3,3
395,212.0,20240125.0,1.0,3,108
396,213.0,20240125.0,1.0,6,32
397,213.0,20240125.0,1.0,1,63
398,214.0,20240125.0,2.0,3,35
399,214.0,20240125.0,2.0,6,18
400,215.0,20240125.0,1.0,6,166
401,216.0,20240125.0,1.0,5,93
402,216.0,20240125.0,1.0,4,56
403,216.0,20240125.0,1.0,1,10
404,217.0,20240126.0,2.0,5,106
405,217.0,20240126.0,2.0,2,63
406,217.0,20240126.0,2.0,1,69
407,218.0,20240126.0,1.0,6,12
408,218.0,20240126.0,1.0,1,68
409,218.0,20240126.0,1.0,5,33
410,219.0,20240126.0,4.0,2,39
411,219.0,20240126.0,4.0,5,89
412,220.0,20240126.0,4.0,5,89
413,221.0,20240126.0,3.0,5,12
414,221.0,20240126.0,3.0,1,34
415,221.0,20240126.0,3.0,2,38
416,222.0,20240126.0,4.0,1,51
417,222.0,20240126.0,4.0,3,52
418,223.0,20240126.0,4.0,4,181
419,223.0,20240126.0,4.0,5,32
420,224.0,20240126.0,2.0,5,120
421,224.0,20240126.0,2.0,1,17
422,224.0,20240126.0,2.0,3,27
423,225.0,20240126.0,4.0,2,41
424,225.0,20240126.0,4.0,1,69
425,225.0,20240126.0,4.0,6,41
426,226.0,20240126.0,1.0,5,2
427,226.0,20240126.0,1.0,2,37
428,226.0,20240126.0,1.0,3,26
429,227.0,20240127.0,3.0,3,64
430,228.0,20240127.0,3.0,5,67
431,228.0,20240127.0,3.0,1,19
432,228.0,20240127.0,3.0,4,25
433,229.0,20240127.0,1.0,1,56
434,229.0,20240127.0,1.0,3,51
435,230.0,20240127.0,2.0,3,54
436,230.0,20240127.0,2.0,5,10
437,230.0,20240127.0,2.0,1,16
438,231.0,20240127.0,2.0,2,106
439,231.0,20240127.0,2.0,1,2
440,232.0,20240127.0,4.0,4,152
441,232.0,20240127.0,4.0,3,12
442,233.0,20240127.0,3.0,4,85
443,233.0,20240127.0,3.0,1,16
444,234.0,20240128.0,4.0,3,101
445,234.0,20240128.0,4.0,4,21
446,234.0,20240128.0,4.0,6,28
447,235.0,20240128.0,4.0,2,175
448,235.0,20240128.0,4.0,6,10
449,235.0,20240128.0,4.0,5,9
450,236.0,20240128.0,3.0,4,17
451,236.0,20240128.0,3.0,2,31
452,237.0,20240128.0,3.0,5,104
453,238.0,20240128.0,4.0,6,162
454,239.0,20240128.0,2.0,4,19
455,239.0,20240128.0,2.0,5,164
456,239.0,20240128.0,2.0,3,11
457,240.0,20240129.0,1.0,6,22
458,240.0,20240129.0,1.0,3,63
459,240.0,20240129.0,1.0,1,35
460,241.0,20240129.0,2.0,4,21
461,241.0,20240129.0,2.0,1,43
462,241.0,20240129.0,2.0,5,291
463,242.0,20240129.0,3.0,5,31
464,243.0,20240129.0,3.0,2,48
465,243.0,20240129.0,3.0,4,101
466,244.0,20240129.0,1.0,6,65
467,244.0,20240129.0,1.0,4,3
468,245.0,20240129.0,3.0,1,148
469,246.0,20240129.0,4.0,6,46
470,246.0,20240129.0,4.0,3,8
471,246.0,20240129.0,4.0,4,86
472,247.0,20240129.0,2.0,1,26
473,247.0,20240129.0,2.0,3,109
474,248.0,20240130.0,2.0,2,149
475,248.0,20240130.0,2.0,4,85
476,249.0,20240130.0,2.0,1,81
477,249.0,20240130.0,2.0,6,75
478,250.0,20240130.0,3.0,4,43
479,250.0,20240130.0,3.0,6,54
480,251.0,20240130.0,3.0,6,1
481,251.0,20240130.0,3.0,3,78
482,252.0,20240130.0,1.0,5,6
483,252.0,20240130.0,1.0,2,23
484,252.0,20240130.0,1.0,6,94
485,253.0,20240130.0,2.0,5,61
486,253.0,20240130.0,2.0,4,125
487,254.0,20240130.0,4.0,3,64
488,254.0,20240130.0,4.0,4,14
489,255.0,20240130.0,1.0,3,28
490,255.0,20240130.0,1.0,5,50
491,255.0,20240130.0,1.0,4,78
492,256.0,20240130.0,1.0,3,3
493,256.0,20240130.0,1.0,6,60
494,256.0,20240130.0,1.0,1,116
495,257.0,20240131.0,2.0,2,182
496,258.0,20240131.0,2.0,5,21
497,258.0,20240131.0,2.0,3,34
498,258.0,20240131.0,2.0,1,127
499,259.0,20240131.0,1.0,3,25
500,259.0,20240131.0,1.0,5,104
501,260.0,20240131.0,2.0,4,40
502,260.0,20240131.0,2.0,6,55
503,260.0,20240131.0,2.0,5,108
504,261.0,20240131.0,3.0,3,41
505,261.0,20240131.0,3.0,4,65
506,262.0,20240131.0,4.0,2,65
507,263.0,20240131.0,4.0,6,18
508,263.0,20240131.0,4.0,5,34
509,263.0,20240131.0,4.0,2,12
510,264.0,20240131.0,1.0,1,4
511,264.0,20240131.0,1.0,2,39
512,264.0,20240131.0,1.0,4,31
513,265.0,20240131.0,4.0,2,168
514,266.0,20240201.0,3.0,1,49
515,266.0,20240201.0,3.0,5,34
516,267.0,20240201.0,3.0,3,51
517,268.0,20240201.0,4.0,5,55
518,268.0,20240201.0,4.0,4,10
519,269.0,20240201.0,3.0,2,105
520,270.0,20240201.0,3.0,2,37
521,270.0,20240201.0,3.0,6,16
522,270.0,20240201.0,3.0,3,32
523,271.0,20240201.0,3.0,2,50
524,272.0,20240202.0,1.0,6,164
525,273.0,20240202.0,4.0,2,42
526,274.0,20240202.0,2.0,2,28
527,274.0,20240202.0,2.0,4,140
528,274.0,20240202.0,2.0,1,22
529,275.0,20240202.0,3.0,5,123
530,276.0,20240202.0,4.0,4,1
531,276.0,20240202.0,4.0,6,72
532,277.0,20240202.0,2.0,3,259
533,278.0,20240202.0,1.0,6,251
534,279.0,20240202.0,3.0,4,5
535,279.0,20240202.0,3.0,5,5
536,279.0,20240202.0,3.0,1,87
537,280.0,20240203.0,1.0,5,25
538,280.0,20240203.0,1.0,4,78
539,280.0,20240203.0,1.0,3,22
540,281.0,20240203.0,3.0,3,21
541,281.0,20240203.0,3.0,4,23
542,281.0,20240203.0,3.0,6,47
543,282.0,20240203.0,2.0,6,116
544,282.0,20240203.0,2.0,1,62
545,283.0,20240203.0,4.0,6,36
546,284.0,20240203.0,3.0,2,91
547,284.0,20240203.0,3.0,4,34
548,284.0,20240203.0,3.0,6,8
549,285.0,20240203.0,4.0,1,134
550,285.0,20240203.0,4.0,6,47
551,285.0,20240203.0,4.0,4,8
552,286.0,20240203.0,2.0,3,65
553,286.0,20240203.0,2.0,4,30
554,286.0,20240203.0,2.0,1,22
555,287.0,20240203.0,1.0,2,8
556,287.0,20240203.0,1.0,5,24
557,287.0,20240203.0,1.0,4,39
558,288.0,20240203.0,4.0,4,88
559,288.0,20240203.0,4.0,6,34
560,289.0,20240204.0,2.0,5,329
561,290.0,20240204.0,1.0,6,51
562,291.0,20240204.0,3.0,5,25
563,292.0,20240204.0,4.0,5,47
564,292.0,20240204.0,4.0,2,51
565,293.0,20240204.0,1.0,6,155
566,294.0,20240204.0,3.0,6,51
567,294.0,20240204.0,3.0,4,63
568,295.0,20240205.0,2.0,3,40
569,296.0,20240205.0,4.0,3,27
570,296.0,20240205.0,4.0,6,38
571,296.0,20240205.0,4.0,2,9
572,297.0,20240205.0,3.0,1,41
573,297.0,20240205.0,3.0,5,12
574,298.0,20240205.0,2.0,4,237
575,299.0,20240205.0,4.0,4,112
576,299.0,20240205.0,4.0,3,24
577,299.0,20240205.0,4.0,2,37
578,300.0,20240205.0,3.0,2,22
579,300.0,20240205.0,3.0,1,34
580,300.0,20240205.0,3.0,6,5
581,301.0,20240205.0,1.0,5,102
582,302.0,20240206.0,1.0,2,6
583,302.0,20240206.0,1.0,6,14
584,302.0,20240206.0,1.0,5,46
585,303.0,20240206.0,4.0,1,52
586,303.0,20240206.0,4.0,5,25
587,303.0,20240206.0,4.0,6,81
588,304.0,20240206.0,1.0,4,36
589,304.0,20240206.0,1.0,1,45
590,304.0,20240206.0,1.0,6,123
591,305.0,20240206.0,4.0,1,163
592,306.0,20240206.0,2.0,3,287
593,307.0,20240206.0,4.0,5,5
594,307.0,20240206.0,4.0,2,3
595,308.0,20240207.0,3.0,3,27
596,308.0,20240207.0,3.0,5,21
597,308.0,20240207.0,3.0,6,39
598,309.0,20240207.0,3.0,1,47
599,309.0,20240207.0,3.0,4,28
600,310.0,20240207.0,1.0,3,68
601,310.0,20240207.0,1.0,1,47
602,311.0,20240207.0,4.0,6,206
603,312.0,20240207.0,4.0,1,31
604,312.0,20240207.0,4.0,4,93
605,312.0,20240207.0,4.0,3,24
606,313.0,20240207.0,1.0,5,141
607,314.0,20240207.0,4.0,3,256
608,315.0,20240207.0,4.0,4,118
609,315.0,20240207.0,4.0,2,33
610,316.0,20240207.0,3.0,2,51
611,316.0,20240207.0,3.0,4,75
612,317.0,20240207.0,3.0,3,83
613,318.0,20240207.0,3.0,1,115
614,319.0,20240208.0,1.0,3,39
615,319.0,20240208.0,1.0,2,28
616,319.0,20240208.0,1.0,4,27
617,320.0,20240208.0,2.0,6,142
618,320.0,20240208.0,2.0,5,84
619,321.0,20240208.0,1.0,5,93
620,322.0,20240208.0,3.0,2,31
621,322.0,20240208.0,3.0,5,12
622,322.0,20240208.0,3.0,6,81
623,323.0,20240208.0,2.0,2,290
624,324.0,20240208.0,3.0,3,114
625,325.0,20240208.0,1.0,6,54
626,325.0,20240208.0,1.0,3,52
627,325.0,20240208.0,1.0,2,25
628,326.0,20240208.0,4.0,3,109
629,326.0,20240208.0,4.0,6,22
630,327.0,20240208.0,4.0,1,52
631,327.0,20240208.0,4.0,5,23
632,327.0,20240208.0,4.0,3,68
633,328.0,20240208.0,4.0,3,5
634,328.0,20240208.0,4.0,6,3
635,328.0,20240208.0,4.0,4,13
636,329.0,20240208.0,4.0,4,6
637,329.0,20240208.0,4.0,5,110
638,330.0,20240209.0,4.0,4,48
639,331.0,20240209.0,3.0,2,112
640,332.0,20240209.0,1.0,4,39
641,332.0,20240209.0,1.0,3,65
642,333.0,20240209.0,3.0,4,56
643,334.0,20240209.0,3.0,5,31
644,334.0,20240209.0,3.0,6,17
645,334.0,20240209.0,3.0,2,36
646,335.0,20240209.0,1.0,2,26
647,335.0,20240209.0,1.0,1,121
648,336.0,20240209.0,1.0,1,87
649,337.0,20240209.0,3.0,4,42
650,337.0,20240209.0,3.0,1,19
651,338.0,20240209.0,4.0,2,119
652,338.0,20240209.0,4.0,1,35
653,339.0,20240210.0,4.0,6,82
654,340.0,20240210.0,2.0,6,65
655,340.0,20240210.0,2.0,2,108
656,341.0,20240210.0,3.0,6,72
657,341.0,20240210.0,3.0,5,8
658,342.0,20240210.0,3.0,5,64
659,342.0,20240210.0,3.0,3,27
660,343.0,20240210.0,1.0,4,75
661,343.0,20240210.0,1.0,3,50
662,344.0,20240210.0,3.0,4,70
663,345.0,20240210.0,2.0,3,104
664,346.0,20240210.0,4.0,4,120
665,347.0,20240210.0,1.0,4,37
666,347.0,20240210.0,1.0,2,25
667,348.0,20240210.0,2.0,2,91
668,348.0,20240210.0,2.0,5,59
669,348.0,20240210.0,2.0,6,52
670,349.0,20240211.0,4.0,4,5
671,349.0,20240211.0,4.0,1,123
672,350.0,20240211.0,1.0,4,103
673,350.0,20240211.0,1.0,2,44
674,351.0,20240211.0,3.0,5,124
675,351.0,20240211.0,3.0,2,41
676,352.0,20240211.0,4.0,4,172
677,353.0,20240211.0,3.0,6,25
678,353.0,20240211.0,3.0,3,49
679,354.0,20240211.0,2.0,5,163
680,355.0,20240211.0,1.0,1,61
681,356.0,20240211.0,3.0,1,54
682,356.0,20240211.0,3.0,6,3
683,356.0,20240211.0,3.0,2,25
684,357.0,20240211.0,4.0,2,5
685,357.0,20240211.0,4.0,1,2
686,358.0,20240211.0,3.0,3,1
687,358.0,20240211.0,3.0,4,87
688,359.0,20240212.0,4.0,2,23
689,359.0,20240212.0,4.0,4,5
690,359.0,20240212.0,4.0,5,104
691,360.0,20240212.0,2.0,3,14
692,360.0,20240212.0,2.0,1,178
693,361.0,20240212.0,2.0,6,153
694,361.0,20240212.0,2.0,3,156
695,362.0,20240212.0,1.0,2,59
696,362.0,20240212.0,1.0,5,45
